"extid","barcode"
"AB0172","5010092017201"
"AB0180","5010092018000"
"AB0181","5010092018109"
"AB0190","5010092019007"
"AB0343","5010092436941"
"AB0445","5010092044542"
"AB0453","5010092045341"
"AB0478","5010092047802"
"AB0479","5010092047901"
"AB0485","5010092048502"
"AB0491","5010092019809"
"AB0501","5010092050147"
"AB0507","5010092050741"
"AB0511","5010092051144"
"AB0519","5010092051922"
"AB0520","5010092052028"
"AB0660","5010092066049"
"AB1121","5010092112142"
"AB1254","5010092125449"
"AB1305","5010092136841"
"AB1318","5010092003013"
"AB1515","5010092151547"
"AB1525","5010092152544"
"AB1529","5010092152940"
"AB1535","5010092153541"
"AB2149","5010092214945"
"AB2227","5010092222841"
"AB2555","5010092255542"
"AB2601","5010092260140"
"AB2603","5010092260348"
"AB2693","5010092269341"
"AB3281","5020364010014"
"AB3290","5020364010069"
"AB3493","5010092349340"
"AB3494","5010092349449"
"AB3508","5021546004401"
"AB3510","5021546005002"
"AB3511","5021546005705"
"AB4470","5010092447046"
"AB4471","5010092447145"
"AB4517","5010092451746"
"AB5256","5010092525645"
"AB5258","5010092525843"
"AB5439","5010092543946"
"AB5569","5010092556946"
"AB5570","5010092557042"
"AB5714","5010092571444"
"BR0172","5011376000032"
"BR0173","5011376000025"
"BR0174","5011376000339"
"BR0175","5011376000049"
"BR0176","5011376000254"
"BR0177","5011376000056"
"BR0178","5011376000438"
"BR0179","5011376000162"
"BR0180","5011376000391"
"BR0181","5011376000063"
"BR0182","5011376000018"
"BR0183","5011376000285"
"BR0184","5011376000483"
"BR0185","5011376002081"
"BR0186","5011376001138"
"BR0187","5011376001145"
"BR0188","5011376000902"
"BR0189","5011376000919"
"BR0190","5011376000148"
"BR0191","5011376001244"
"BR0192","5011376000278"
"BR0193","5011376000070"
"PE0036","5011187010411"
"PE0037","5011187010459"
"PE0038","5011187093919"
"PE0039","5011187010473"
"PE0040","5011187010602"
"PE0041","5011187010480"
"PE0042","5029266000024"
"PE0043","5011187010589"
"PE0044","5011187094510"
"PE0045","5011187094121"
"PE0046","5011187010558"
"PE0047","5011187020670"
"PE0048","5011187020656"
"PE0049","5011187020632"
"PE0050","5011187010510"
"PE0051","5011307210028"
"PE0052","5011307210011"
"PE0053","5011307210066"
"PE0054","5011307210059"
"RA0055","5027876029237"
"RA0056","5027876054130"
"RA0057","5027876054123"
"RA0058","5027876043004"
"RA0059","5027876037492"
"RA0060","5027876029251"
"RA0061","5021664988249"
"RA0062","5011197000020"
"RA0063","5011197200017"
"RA0064","5011197050056"
"RA0065","5011197100140"
"RA0066","5011197200338"
"RA0067","5011404052002"
"RA0068","5011197000440"
"RA0069","5011197200130"
"RA0070","5011197100195"
"RA0071","5011197200406"
"RA0072","5011197003007"
"RA0073","5011197200284"
"RA0074","5011757060105"
"RA0075","5011757030146"
"RA0076","5011757040107"
"RA0077","5011197301080"
"SO0156","5000404010211"
"SO0157","5000128003902"
"SO0158","5000404120071"
"SO0159","5000128202848"
"SO0162","5000404010921"
"SO0163","5000128036665"
"SO0164","5000404120088"
"SO0165","5000128206259"
"SO0168","5000404010242"
"SO0169","5000128006088"
"SO0170","5000404120095"
"SO0171","5000128398992"
"WA0001","5010044000039"
"WA0002","5010044002903"
"WA0003","5010044000121"
"WA0008","5010044000251"
"WA0011","5010044002347"
"WA0012","5010044002811"
"WA0013","5010044002910"
"WA0014","5010044002491"
"WA0015","5010044002378"
"WA0016","5010044001234"
"WA0017","5010044000275"
"WA0018","5010044002422"
"WA0019","5010044002774"
"WA0020","5010044002439"
"WA0022","5010044000312"
"WA0023","5010044002415"
"WA0024","5010044000619"
"WA0025","5010044002460"
"WA0027","5010044000404"
"WA0028","5010044000640"
"WA0029","5010044002033"
"WA0030","5010044002538"
"WA0032","5010044000190"
"WA0033","5010044002750"
"WA0034","5010044002743"
"WA0035","5010044000343"
"WA0036","5010044000305"
"WA0037","5010044002446"
"WA0040","5010044001197"
"WA0041","5010044001203"
"WA0042","5010044000879"
"WA0043","5010044000886"
"WA0045","5010044002545"
"WA0046","5010044002552"
"WA0047","5010044002972"
"WA0050","5010044001005"
"WA0051","5010044001173"
"WA0052","5010044001012"
"WA0055","5010044002941"
"WA0056","5010044002927"
"WA0060","5010044002293"
"WA0061","5010044002316"
"WA0064","5010044000701"
"WA0066","5010044002576"
"WA0070","5010044001135"
"WA0071","5010044002309"
"WA0073","5010044002385"
"WA0074","5010044001128"
"WA0076","5010044002736"
"WA0077","5010044000565"
"WA0078","2990106"
"WA0080","5010044000930"
"WA0081","2990092"
"WA0087","5010044902296"
"WA0088","5010044902302"
"WA0089","5010044902579"
"WA0096","5010044002583"
"WA0098","5010044902739"
"WA0099","5010044902586"
"000101","5449000000996"
"000134","5011435606090"
"000156","5010153733781"
"000255","5035766260318"
"000464","80052760"
"000507","40608006"
"000804","5000159409674"
"001153","40331058"
"001207","40331065"
"001405","40331652"
"001856","50393510"
"002051","50393954"
"002150","5000143147018"
"002303","50393244"
"002358","50393305"
"002402","50393114"
"002457","50393121"
"002556","50393770"
"002600","50393787"
"002952","5015552000168"
"003102","50393411"
"003409","50432288"
"003454","50432219"
"003508","50432226"
"004000","5000143304008"
"004109","5000143165012"
"004253","87248586"
"004264","50393077"
"004275","50393282"
"004307","87248999"
"004406","87248883"
"004451","87248364"
"004538","4015400325420"
"004604","50143573"
"004703","50143306"
"004758","5000143110012"
"005052","50742257"
"005106","5000143155020"
"005205","5000143160031"
"005326","5000168100937"
"005953","5000143295016"
"006114","5000237060964"
"006158","50143276"
"006257","50143283"
"006356","50431199"
"006400","50431182"
"006477","5011166013020"
"006554","50431250"
"006608","5000237060988"
"006707","87248548"
"006718","5000237060971"
"006752","87248654"
"006851","50431120"
"006905","50431113"
"006950","50431151"
"007001","50431144"
"007056","50431175"
"007308","50431083"
"007331","5450488111111"
"007506","50431298"
"007562","5034660508021"
"008042","5000168079202"
"008152","54029187"
"008460","5000166053297"
"008790","5029578000330"
"008833","5449000006004"
"008888","54492493"
"009027","5000161004911"
"009137","5010034522008"
"009225","42070719"
"009302","50432561"
"009357","50432141"
"009401","50432004"
"009654","5900951112935"
"009720","5000166055703"
"009906","50143597"
"009951","50432202"
"010094","50434022"
"010214","5449000125019"
"010357","5010017042110"
"010401","5010017064297"
"010467","5449000124999"
"010609","5035766440000"
"010654","5035766580089"
