"extid","barcode"
"417756","5027876309841"
"418027","5021664019295"
"418050","5019996017157"
"418126","5027876309926"
"418137","5027876309940"
"418148","5027876309964"
"418159","5027876309988"
"418182","8717644202760"
"418193","8717644202838"
"418281","50204977"
"418500","5027876040461"
"418719","5027876040485"
"418885","90370830"
"419255","50431373"
"419310","5027876310229"
"419321","5027876310243"
"419343","5027876310281"
"419365","5027876310328"
"419398","5010518696300"
"419408","5012131668504"
"419419","5027876310335"
"419431","5027876310380"
"419640","5000101829970"
"419815","5010232991460"
"419837","5027876308363"
"419860","5027876308325"
"419871","5027876308301"
"419882","5027876308349"
"419893","5027876310427"
"419903","5027876310441"
"419936","5027876310403"
"419969","5027876303702"
"419970","5027876303726"
"419981","5027876309445"
"419992","5035766040910"
"420013","5010232991477"
"420189","5000382022411"
"420211","5010232991484"
"420299","4027800020706"
"420310","4027800020805"
"420321","4027800021208"
"420826","5010801001040"
"420903","5000347057519"
"420958","5060045580252"
"420992","5027876310502"
"421010","5027876072899"
"421021","5027876072943"
"421043","37600512077"
"421054","5707196083361"
"421087","5027876073018"
"421108","5010478290143"
"421164","7613031504664"
"421384","5027876073117"
"421537","5900500023651"
"422006","50232864"
"422017","5000347026973"
"422028","5000347026980"
"422040","50098781"
"422084","5012509959845"
"422435","5000111046695"
"422446","5000157067470"
"422985","7613031595075"
"422996","7613031595037"
"423003","5000328150017"
"423058","5000354800689"
"423069","5000354800696"
"423157","50159338"
"423300","5010455063135"
"423465","5000157066220"
"423476","5000157066244"
"423487","5000157066251"
"423498","5000157066237"
"423663","5027876073575"
"423674","5027876073599"
"423685","5027876073612"
"423739","5000347030154"
"423740","5000347030178"
"423751","5000347030185"
"423762","5000347030161"
"423773","9002490206000"
"424329","8717644396223"
"424330","8717644395394"
"424352","8717644271377"
"424363","8717644280270"
"424374","50096190"
"424385","50096381"
"424396","50096701"
"424406","50096367"
"424417","50096350"
"424439","50096343"
"424451","8717644277904"
"424495","4015400243885"
"424505","4015400243915"
"424516","4015400243984"
"424538","4015400244059"
"424594","5029053531489"
"424802","5413149494930"
"424813","5413149495005"
"424978","5000325010802"
"425041","5035766040866"
"425106","5011476000017"
"425117","7613031508020"
"425173","5027876073636"
"425184","5027876073650"
"425195","5027876073674"
"425205","5027876073698"
"425557","5413149510692"
"425568","5413149511231"
"425612","3057640136993"
"425690","5010801001057"
"425733","6903396000989"
"425865","5027876073711"
"425876","5027876074435"
"425887","5027876074459"
"425898","5027876074473"
"425908","5027876074497"
"425919","5027876074510"
"426026","5011417546710"
"426059","5035735161646"
"426060","5035735161653"
"426246","5449000956552"
"426257","5027876074534"
"426455","5000166071123"
"426466","5000166071130"
"426499","5000166070812"
"426631","5016002019525"
"426642","5016002019549"
"426664","5410076050963"
"426686","5410076050642"
"426949","5027876074626"
"426950","5027876074565"
"426961","5027876074596"
"426972","5027876074633"
"427012","5027876074718"
"427023","5027876074732"
"427034","5027876074756"
"427045","5027876074770"
"427056","5027876074794"
"427067","5027876074817"
"427078","5027876074831"
"427089","5027876074855"
"427090","5027876074879"
"427111","5027876074893"
"427166","5010134006965"
"427243","4043058003070"
"427254","5010455063142"
"427474","5000157067661"
"427485","5000157067678"
"427496","5000157063342"
"427506","5000157067685"
"427517","5000157061713"
"427539","5000157067692"
"427551","5027876074954"
"427649","5027876074916"
"427650","5027876074930"
"427704","5010034514003"
"427913","5010034515000"
"427924","9300727005106"
"427935","9300727005113"
"427946","9300727005120"
"427980","5000354164651"
"428008","7310791012575"
"428130","42155386"
"428141","42174417"
"428372","5013213015391"
"428383","5013213015407"
"428394","5013213015414"
"428404","5013213015421"
"428426","5013213015438"
"428437","5013213015445"
"428448","5013213015452"
"428459","80051220"
"428558","5010801002351"
"428570","5010801002344"
"428613","5027876074978"
"428635","5027876075012"
"428712","5027876075197"
"428723","5027876075210"
"428800","5000328143606"
"428822","5000328146584"
"428833","5000328874937"
"428844","5034660027362"
"428855","5034660516880"
"428866","5034660516897"
"428877","5034660516859"
"428888","5034660027355"
"428899","5034660516842"
"428909","5034660027300"
"428932","5034660516910"
"428943","5034660027263"
"428954","5034660516958"
"428965","5034660516941"
"429632","5027876075173"
"429687","5010477334534"
"429698","4014400910391"
"429708","7640110700068"
"429874","5000157089922"
"429896","5000382012108"
"429906","5000382023197"
"429917","5000382023173"
"429928","5000382022916"
"429939","5000382022954"
"429940","5000382022930"
"429973","5011898001517"
"429984","5011898002729"
"430005","5027876075296"
"430016","5020411115167"
"430038","7622300190798"
"430072","5413149519596"
"430083","5413149519565"
"430115","5010029210101"
"430182","7613031614349"
"430193","5413149697973"
"430302","50135745"
"430401","5000237093900"
"430621","87308679"
"430643","5011417547335"
"430654","5011417546062"
"430698","5035766381112"
"430708","5035766182337"
"430720","850000016538"
"430731","850000016521"
"430742","850000016514"
"430753","850000016620"
"430797","5027876075319"
"430807","5027876075333"
"431013","5050083388200"
"431068","5010186017896"
"431079","5010186017902"
"431080","5010186017919"
"431091","5010186016165"
"431101","5010186016158"
"431112","9311043079023"
"431123","5011273024650"
"431167","5027876105252"
"431190","50189854"
"431222","5034660518112"
"431387","5010134006415"
"431453","5391338000004"
"431738","5034660518259"
"431815","50168668"
"431936","5023274043103"
"432010","50168873"
"432285","5010478432567"
"432296","5010478630147"
"432317","5010677558020"
"432351","9325040021213"
"432461","5010153765645"
"432559","12894891411"
"432614","5027876075432"
"432625","5027876075456"
"432702","5010029210156"
"432713","5010029210019"
"432757","5055028382671"
"432845","5027876075494"
"432856","5027876075517"
"432867","5027876075531"
"432878","5027876075555"
"432889","5027876075579"
"433105","12894845117"
"433589","5030104001202"
"433590","5030104001233"
"433699","5000111046367"
"433709","5000111046763"
"433853","5050432002993"
"434564","5027876075845"
"434575","5027876075852"
"434607","5027876075937"
"434641","5011289001843"
"434663","5027876076576"
"434674","5027876076590"
"434751","5027876076774"
"434948","5027876077078"
"435066","5027876077344"
"435077","5027876077375"
"435264","5027876077399"
"435275","5027876077412"
"435297","5027876077450"
"435396","5027876077634"
"435406","5027876077658"
"435428","5027876077672"
"435439","5027876077696"
"435440","5027876077719"
"435473","5027876077894"
"435495","5027876077931"
"435527","5027876077054"
"435538","5027876078013"
"435549","5027876078037"
"435572","5027876078051"
"435583","5027876078075"
"435594","5027876078112"
"435604","5000174005578"
"435626","5027876078143"
"435637","5027876078174"
"435648","5027876078204"
"435659","5027876078273"
"435660","5027876078297"
"435671","5027876078310"
"435682","5027876078334"
"435693","5027876078358"
"435703","5027876078372"
"435736","5027876078396"
"435747","5027876078419"
"435758","5027876078433"
"435769","5027876078457"
"435770","5027876078235"
"435781","5027876078259"
"435835","5027876078594"
"435846","5027876078617"
"435857","5027876078556"
"435868","5027876078570"
"435879","5027876078518"
"435880","5027876078532"
"435891","5027876078778"
"435901","5000174009644"
"435912","5027876078914"
"435923","5027876078938"
"435934","5027876078952"
"435945","5027876078976"
"435956","5027876078990"
"435967","5027876079010"
"435978","5027876079034"
"435990","5027876079072"
"436007","5027876079119"
"436041","5027876079164"
"436063","5027876079195"
"436096","5027876079430"
"436106","5027876079454"
"436117","5000174002256"
"436128","5027876079478"
"436140","5027876079492"
"436151","5027876079515"
"436162","5027876079539"
"436173","5027876079553"
"436184","5027876079577"
"436195","5027876079591"
"436205","5027876107799"
"436216","5027876079614"
"436238","5027876079638"
"436249","5027876079652"
"436261","5027876079676"
"436272","5027876079690"
"436315","5413149703735"
"436348","5027876080115"
"436359","5027876080139"
"436360","5027876080153"
"436371","5027876080177"
"436393","5027876080214"
"436403","5027876080238"
"436414","5027876080252"
"436436","5027876080276"
"436447","5027876080290"
"436469","5027876080610"
"436502","5413149702059"
"436678","5027876080672"
"436689","5027876080696"
"436690","5027876080719"
"436711","5413149697911"
"436722","5000108022152"
"436733","5027876080733"
"436744","5027876080757"
"436766","5027876080771"
"436777","5027876080795"
"436821","5000108022176"
"436997","5027876081037"
"437004","5027876081051"
"437015","5027876081075"
"437037","5027876081099"
"437048","5027876081112"
"437059","5027876081136"
"437060","5027876081150"
"437071","5027876081174"
"437082","5027876081198"
"437093","5027876081211"
"437125","5027876081235"
"437136","5027876081259"
"437147","5027876081273"
"437158","5027876081310"
"437169","5027876081341"
"437170","5027876081372"
"437181","5027876081396"
"437192","5027876081433"
"437202","5027876081440"
"437213","5027876081471"
"437224","5027876081495"
"437257","5010029000016"
"437280","5027876081556"
"437301","5010029000504"
"437312","5027876081594"
"437356","5027876081655"
"437367","5027876081679"
"437378","5027876081693"
"437390","5027876081730"
"437411","5027876081754"
"437422","5027876081778"
"437433","5027876081792"
"437444","5027876081815"
"437455","5027876081839"
"437466","5027876081853"
"437477","5027876081877"
"437488","5027876081891"
"437510","5027876081938"
"437521","5027876081952"
"437532","5027876082133"
"437598","5027876082195"
"437608","5027876082218"
"437631","5027876082232"
"437642","5027876082256"
"437664","5027876082270"
"437675","5027876082294"
"437686","5027876082317"
"437697","5027876082331"
"437707","5027876082355"
"437729","5027876082379"
"437741","5027876082416"
"437763","5027876082430"
"437774","5027876082454"
"437785","5027876082478"
"437796","5027876082492"
"437806","5027876082515"
"437839","5027876082539"
"437840","5027876082553"
"437895","5027876082652"
"437916","5027876082676"
"437927","5027876082690"
"437938","5027876082713"
"437949","5027876082737"
"437983","5027876082799"
"437994","5027876082812"
"438001","5027876082836"
"438023","5027876082850"
"438034","5027876082874"
"438045","5027876082898"
"438056","5027876082911"
"438067","5027876082935"
"438078","5027876082959"
"438155","5027876083079"
"438166","5027876083093"
"438177","5027876083116"
"438188","5027876083130"
"438221","5027876083215"
"438232","5027876083239"
"438243","5027876083253"
"438254","5027876083277"
"438265","5027876083291"
"438276","5027876083314"
"438364","5027876083475"
"438397","5027876083550"
"438407","5027876083574"
"438562","5027876083802"
"438573","5027876083833"
"438584","5027876083857"
"438595","5027876083871"
"438605","5027876083895"
"438649","5027876083956"
"438650","5027876083970"
"438661","5027876083819"
"438782","5027876084212"
"438902","5000157004017"
"439130","5029948786857"
"439163","5000157024930"
"439350","5000157062802"
"439426","5029948786819"
"439602","5000157006875"
"439657","5000157006899"
"439701","5029948786864"
"440822","5000166037945"
"441654","50457908"
"441753","50157228"
"441962","5014721112268"
"441984","72417121777"
"442156","50457366"
"442398","80735540"
"442408","80735533"
"442541","5034660517016"
"442596","5000347074028"
"442606","5000347074011"
"442673","5027876075739"
"442749","8714789395050"
"442761","7622300212858"
"442794","5010438001048"
"442970","50226665"
"443076","5010102141575"
"443131","5000159405966"
"443197","5000159406147"
"443218","5000264012790"
"443252","85246342978"
"443263","7501005611107"
"443274","5010019636591"
"443285","6006379000393"
"443296","6006379000362"
"443328","5023274045602"
"443339","6009808750050"
"443340","6009808750029"
"443351","6009808750227"
"443362","5021319003150"
"443373","5021319001040"
"443427","5012035915254"
"443461","5010035057998"
"443560","5902738882185"
"443582","5060078180481"
"443593","5060078180504"
"443603","5010103923330"
"443625","5010103923347"
"443636","5010103914291"
"444491","5021932013734"
"444545","5011501040018"
"444567","5011501040513"
"444578","3254474004706"
"444589","3254474004577"
"444590","3254474004744"
"444611","3254474004720"
"444633","4005808144426"
"444644","4005808130610"
"444655","5000354164705"
"444732","5028763007772"
"444743","5028763007796"
"444765","5010134006248"
"445047","5032678000179"
"445092","5050638000045"
"445135","8000300200546"
"445146","8000300200508"
"445157","8000300200362"
"445168","8000300200522"
"445179","8000300200348"
"445322","8717644393444"
"445982","5027876076231"
"445993","5027876076187"
"446000","5027876076217"
"446022","5027876076156"
"446187","5000193940966"
"446220","9300727574114"
"446406","5010093000011"
"446439","5000433008692"
"446516","5000426171518"
"446725","9300727839114"
"446770","5000382022817"
"446781","5011053016257"
"446967","5035964152200"
"446978","5035964152217"
"447007","8717644584613"
"447018","8717644584699"
"447029","8717644585160"
"447030","8717644587683"
"447041","8717644587775"
"447052","8717644588024"
"447074","8722700268703"
"447085","8722700268710"
"447139","5010017012526"
"447502","5000237095195"
"447513","5000237095201"
"447580","5027876076033"
"447591","5027876075975"
"447656","5000158065994"
"447678","5000158066601"
"448158","3800020434642"
"448169","3800020423554"
"448170","5000328222486"
"448181","5000328373362"
"448192","5000328905259"
"448675","5023482006594"
"448686","5023482006563"
"448697","5023482006570"
"448707","5023482006587"
"449056","5035766041320"
"449793","6901035601030"
"449836","5027876076354"
"449847","5027876076392"
"449858","5027876076415"
"449869","5027876076293"
"449870","5027876076316"
"449881","5027876076330"
"449892","3076820005195"
"449991","5027876077313"
"450122","8722700568704"
"450133","5010029210316"
"450155","5010123731717"
"450331","5000168146935"
"450407","5020411117178"
"450441","5012035926267"
"450452","5012035926281"
"450474","5012035926168"
"450485","5012035926182"
"450496","5012035926243"
"450605","5016451761167"
"450968","5000347079122"
"450979","5000127329980"
"451008","5000158100589"
"451152","5000232919878"
"451394","7797674049857"
"451426","5023274045503"
"451482","5000226100855"
"451503","50173686"
"451613","5023274045596"
"451680","5012035926014"
"451734","5027876076439"
"451745","5027876076453"
"451756","5027876076477"
"451822","5023274045718"
"451932","5023274045817"
"452049","3086123124363"
"452050","3086123124332"
"452061","3086125705010"
"452083","5010029210484"
"452094","8717644547199"
"452104","5000113001142"
"452115","8717644547038"
"452137","8717644547632"
"452148","5413149592797"
"452159","5413149592827"
"452203","5016451761174"
"452434","5010029210491"
"452445","5010029210507"
"452456","5010029210514"
"452566","4017100127007"
"452577","5027876106075"
"452720","5010123706265"
"452962","6009508405496"
"452973","6009508405519"
"452984","6009508405533"
"453134","5000328774800"
"453156","5000328877655"
"453200","5413548040592"
"453211","8000500078310"
"453222","8000500078358"
"453233","8000500078389"
"453419","75002121"
"453453","5000175408682"
"453497","5000393040008"
"453507","5000393040121"
"453530","5000393040091"
"453552","5000393045478"
"453893","5011417547441"
"454043","5011417545584"
"454054","5000175413358"
"454098","5010658307081"
"454108","5010658306572"
"454252","5000175413396"
"454351","5000113007335"
"454450","5000175413365"
"454559","5000113002385"
"455006","7640110700020"
"455204","5000237096345"
"455226","5000237096055"
"455259","5060043670368"
"455325","8722700196136"
"455336","8410076480378"
"455347","8410076470775"
"455699","42155218"
"455710","42181873"
"455732","42174721"
"455743","5019996066988"
"455787","5000354400674"
"455798","5000354400681"
"455819","5000354400704"
"455820","5000354400698"
"455853","50083848"
"455907","5000393158154"
"455963","5011417548509"
"456036","5060123605051"
"456081","5000143550214"
"456102","5000143530148"
"456388","5010663805435"
"456399","5010663805459"
"456410","5000168001265"
"456498","5000168148205"
"456508","5000168148229"
"456531","5000168148267"
"456542","5000168148243"
"456553","5000168148304"
"456597","5000168148908"
"456629","5000168001326"
"456641","5000168148922"
"456652","5201386091476"
"456663","8003520043078"
"456674","5027342001156"
"456685","5027342001194"
"456696","5027342001293"
"456894","8717644553893"
"456948","8717644553817"
"457055","4062400540100"
"457066","4062400540209"
"457198","5000393076298"
"457208","5016451761112"
"457220","5000393076236"
"457231","5000393076113"
"457242","5000393076267"
"457253","5000393076205"
"457275","5000393076328"
"457682","5000168149165"
"457747","5000168148786"
"457758","5000168148809"
"457769","5000168148823"
"457770","5000168148847"
"457781","5000168148861"
"457792","5000168148137"
"457813","5000168148106"
"457824","5000168132112"
"457835","5000168132617"
"457901","5016451761129"
"458195","5010338022983"
"458304","5035766041160"
"458337","5035766040675"
"458414","5011026100167"
"458458","5010599000928"
"458469","5010599000942"
"458470","5010677850100"
"458481","6412700572703"
"458580","5000237096642"
"458612","5000237096611"
"458623","5000237096635"
"458700","7613032181352"
"458722","7613032181994"
"458744","8717644526705"
"458755","8717644528884"
"458766","8717644529119"
"458777","5060021542854"
"458788","50126194"
"458799","50126156"
"458809","50126187"
"458810","50126149"
"458821","50126170"
"458832","50126163"
"458843","5000186473020"
"458865","5000228010916"
"458876","5010933012624"
"458887","5000136065008"
"458908","5000136065053"
"458931","5410057185592"
"458942","5410057185554"
"458953","5410057185547"
"458975","5000136064971"
"458986","7310350102136"
"458997","7310350102068"
"459026","5410057185561"
"459048","5410057185615"
"459082","7310350102129"
"459093","5700417990820"
"459103","5012035907938"
"459136","5410057185608"
"459147","7310350102709"
"459158","7310350102075"
"459169","5410057192828"
"459170","5410057185585"
"459291","5000166037952"
"459301","5016451761136"
"459323","5027876105962"
"459334","5027876105351"
"459345","5027876105115"
"459455","5012035915285"
"459521","5000193540951"
"459554","5012035915278"
"459608","5012035907167"
"459620","5000354400940"
"459631","5000354400933"
"459642","5000354400902"
"459653","5000354400919"
"459763","5027876072882"
"459774","5000382018476"
"459785","5000382018438"
"459828","5012058003006"
"459950","5000237096352"
"459961","5000237096499"
"460004","5000157067821"
"460015","5000157067838"
"460059","5012035909307"
"460136","5000433008487"
"460192","7804320510125"
"460235","7804320039343"
"460246","7804320272252"
"460280","5021932013321"
"460291","5021932013253"
"460301","5012035908577"
"460323","5027876045060"
"460367","5013626111277"
"460378","5602418002963"
"460608","5012035908737"
"460619","5000166071260"
"460631","5000166070799"
"460718","7640110703144"
"460840","80743798"
"460851","72417123672"
"460862","72417123641"
"460873","72417123634"
"460884","72417123665"
"460895","72417123559"
"460905","5012035907921"
"460927","72417123542"
"460938","72417123573"
"460949","72417123566"
"460961","72417122644"
"460972","72417123658"
"461001","72417123450"
"461012","72417123443"
"461034","5000168148687"
"461045","5000168148762"
"461056","5000168148700"
"461067","5000168148748"
"461078","5000168148526"
"461089","5000168148502"
"461090","5000168148885"
"461100","5000168148540"
"461111","5000168148564"
"461122","5000168148724"
"461166","5000175409122"
"461209","5012035909420"
"461265","5000175409054"
"461353","5000434600314"
"461364","5000434600345"
"461375","5000434600376"
"461407","5012035915247"
"461418","5000175409139"
"461441","5000111018005"
"461452","5010186012860"
"461485","8410076800046"
"461496","8410076800091"
"461506","8410076800084"
"461517","8410076800039"
"461562","50375400"
"461584","5413149617438"
"461605","5413149617018"
"461683","5413149658417"
"461694","5000101022920"
"461726","5000101943362"
"461737","5000101979569"
"461748","5000101817755"
"461759","5000101816208"
"461760","5000101816543"
"461782","5000101898884"
"461793","5000101835025"
"461836","5000185103447"
"461847","5000185104536"
"461980","5023274059418"
"462008","5010455073974"
"462019","5027876074237"
"462118","5017764111724"
"462130","5000185108961"
"462284","5010186018480"
"462295","5010186018473"
"462404","72417122385"
"462437","72417122965"
"462448","72417821783"
"462460","5413149596481"
"462471","5413149600690"
"462482","5413149600720"
"462525","5000168149158"
"462536","8722700283218"
"462547","8722700283225"
"462558","8722700390725"
"462569","5000108440918"
"462570","5000108670681"
"462592","5000168148328"
"462701","5016451761150"
"462789","5060123601015"
"462822","5060123600254"
"462833","5010035044608"
"462844","7622300291013"
"462855","7622300291020"
"462866","7622300291006"
"462877","7622300291099"
"462888","7622300073046"
"462899","7622300293246"
"462910","5010029210798"
"462921","5010029211009"
"462932","5010029210590"
"462943","5010029210804"
"463061","5027876079256"
"463148","5000433009491"
"463159","5000433009521"
"463160","5000433009552"
"463171","5000433009460"
"463182","5000433009613"
"463193","5000433009644"
"463214","5000433009583"
"463654","85000002674"
"464530","5011166017448"
"464563","5010029210873"
"464585","5010029210897"
"464596","5010029210835"
"464628","5010029210842"
"464639","5010029210859"
"464640","5010029210866"
"464761","5000309003455"
"464871","5000175409344"
"464947","5000328572055"
"464958","5000328303864"
"464969","5000309002427"
"464981","5000328153322"
"465010","50487097"
"465087","5029053532509"
"465098","5029053532516"
"465119","5410076053490"
"465175","5035964153115"
"465186","5035964153122"
"465197","5035964832225"
"465207","5000157066558"
"465218","5000157067906"
"465230","5000157066565"
"465241","5000157068569"
"465252","5000157068576"
"465263","5000157068583"
"465274","5000157021434"
"465285","5000157008817"
"465296","5000157068590"
"465405","50084470"
"465449","5000328716961"
"465461","80177128"
"465472","80135463"
"465702","8722700163725"
"465988","5000111018432"
"466172","8003520032850"
"466523","5000166032575"
"466655","5011581041011"
"466710","5000237063101"
"466864","85904364403"
"466875","85904368807"
"467092","5024222014961"
"467212","5010612808838"
"467388","5000166071529"
"467399","5000166071499"
"467409","5000166071505"
"467410","5000166070386"
"467421","5000166070379"
"467432","5000166070355"
"467443","5000166070348"
"467454","5000166070393"
"467465","5000166070362"
"467498","5000158101203"
"467519","5000158100510"
"467520","5000158100466"
"467652","5010394984584"
"467762","5410076050710"
"467773","5410076050741"
"467784","5410076050802"
"467849","3500611039125"
"467850","3500611038081"
"468363","70115512"
"468374","70115536"
"468385","70115529"
"468549","5000161024087"
"468660","5000318107021"
"468671","5000318106901"
"468682","5000318106949"
"468693","5000318107281"
"468703","3254474005284"
"468736","3254474005321"
"468747","3254474005307"
"468758","5000157065032"
"468769","5000157064950"
"468770","5000157062758"
"468781","5012427102408"
"468802","5012427102002"
"468868","5012427102101"
"468879","5012427102200"
"468880","5012427102309"
"468989","5000354165344"
"468990","5000354165351"
"469007","5010793376010"
"469063","50159666"
"469074","40111414"
"469085","50159123"
"469096","40111490"
"469128","40111445"
"469139","5000159023962"
"469151","40111544"
"469162","40111650"
"469173","5000159419079"
"469184","5000159029834"
"469195","40111216"
"469205","4011100038653"
"469227","50159284"
"469238","5000159022521"
"469700","5050083429132"
"469799","5013050050210"
"469821","5013050050241"
"469832","8692998100651"
"469843","8692998100804"
"470063","5029053027678"
"470074","5029053027708"
"470085","5029053027685"
"470096","5029053027692"
"470106","5029053027715"
"470117","5029053027746"
"470139","5029053027722"
"470140","5029053027739"
"470151","5029053027777"
"470162","5029053027753"
"470173","5029053027760"
"470184","5029053027937"
"470195","5029053027968"
"470227","5029053027913"
"470238","5029053027920"
"470249","5029053027883"
"470250","5029053027890"
"470304","4008007017812"
"470315","4008007017881"
"470481","5000231070242"
"470492","5023274065839"
"470678","7613032021511"
"470843","5021319003259"
"471235","9300727008640"
"471390","50126125"
"471400","50126132"
"471466","5000166071512"
"471477","5000166071482"
"471488","5000166071475"
"471785","5021778006211"
"471796","5021778006440"
"471839","9328121022697"
"472177","5010035059367"
"472188","5010035059176"
"472199","5010035059183"
"472210","5010035059305"
"472221","5010035059107"
"472254","5010035059220"
"472265","5010035059329"
"472276","5010035059251"
"472287","5010035059190"
"472298","5010035059237"
"472308","5010035059275"
"472331","5010035059244"
"472342","5010035059299"
"472353","5010035059282"
"472364","5010035059312"
"472375","5010035059213"
"472386","5010035059268"
"472825","5060028450244"
"472836","5060028450114"
"472881","5010296169126"
"472902","5060123605068"
"472991","3254474005161"
"474050","5000433009705"
"474061","5000433009736"
"474072","5000433009781"
"474094","5000354401442"
"474214","8412765500190"
"474270","5000166071369"
"474292","5010186018893"
"474324","5013213015599"
"474335","5013213015582"
"474346","5013213015728"
"474357","5013213015551"
"474368","5013213015568"
"474379","5013213015575"
"474588","5017974001174"
"474753","5000204507829"
"474764","5000393652515"
"474896","7612100060490"
"474928","7612100060483"
"474939","7612100060506"
"474940","7612100060520"
"474951","7612100060513"
"474962","7612100060537"
"474973","4002359653506"
"474984","4002359653483"
"474995","4002359653605"
"475002","4002359653612"
"475035","4002359653513"
"475046","5410673728876"
"475068","5410673728845"
"475091","3574660453119"
"475101","3574660453157"
"475123","3574660453522"
"475134","3574660453072"
"475464","5027876080658"
"475475","5010658312658"
"475486","5010658312696"
"475497","5010658312672"
"475970","5012035926779"
"475981","5012035926946"
"475992","5012035926885"
"476009","5012035926847"
"476043","5000328777443"
"476108","3262153108751"
"476669","5000354401459"
"476670","5000354401541"
"476955","5000146056522"
"477028","37600546621"
"477039","5011166018346"
"477051","50457809"
"477062","5000157069108"
"477073","5000157069115"
"477084","5000157069139"
"477183","5011558015663"
"477194","5011558015632"
"477237","5000166071536"
"477248","5000166071543"
"477381","5010605692413"
"477392","5010605296383"
"477435","5023471107394"
"477446","5060113912015"
"477457","5060113911926"
"477523","5000347035098"
"477534","5000347035104"
"477545","5000347035111"
"477556","5000347035135"
"477567","5000347025365"
"477578","5020055001123"
"477589","5020055001147"
"477743","510388900279"
"477765","510388900231"
"477776","510388900255"
"477842","5000111046930"
"477864","5000111046947"
"477875","50157280"
"477886","5011417547687"
"477897","5000143186017"
"477907","3014260206734"
"477918","5000143195019"
"478014","7702018980925"
"478058","5010105000305"
"478069","7702018980949"
"478070","5010105000312"
"478081","5010105000329"
"478157","8711000240502"
"478168","8711000240533"
"478212","7702018980932"
"478289","5000393076656"
"478300","5000393076687"
"478333","5060002361559"
"479495","5060002362037"
"479527","5011273046652"
"479538","5011273046645"
"479549","5010103925464"
"479846","5410853029151"
"479868","5410853027157"
"479967","8413178168380"
"480000","4013090000009"
"480154","5000111001007"
"480208","5000111001014"
"480318","5000101033575"
"480341","5010024101572"
"480363","5099873089712"
"480374","71106544262"
"480505","50719723"
"480703","5000111002608"
"480736","50469161"
"480824","5027876039052"
"480857","5000111018012"
"481007","5000111041836"
"481030","50469178"
"481085","5060045581594"
"481195","5000318107229"
"481227","42181897"
"481238","42181903"
"481249","42101680"
"481250","5016002021016"
"481272","5016002021030"
"481283","5016002020996"
"481294","5016002021054"
"481304","5013050051019"
"481326","5027876081426"
"481337","8717644278284"
"481348","8717644278222"
"481393","615357118812"
"481513","5000157069412"
"481524","5000157069405"
"481535","5000157069399"
"481546","5000157069436"
"481557","5000157069429"
"481568","5000157069443"
"481612","72417123535"
"481634","5000434600406"
"481645","5000434600437"
"481689","5000393158185"
"481711","50469185"
"481722","5027876081532"
"481733","5012136001306"
"481744","5012136007308"
"481766","3155930006015"
"481799","5016002021115"
"481809","5016002021139"
"481810","5016002021078"
"481821","5016002021092"
"481919","4002359653582"
"481920","4002359653599"
"482246","5010599087578"
"482257","5010599087660"
"482268","5010599087608"
"482279","5010599088728"
"482433","87303131"
"482444","87303148"
"482455","5000328155500"
"482477","5055256504777"
"482521","5060061270007"
"482532","5011941125016"
"482543","5011941126013"
"482554","5011941321012"
"482565","5011941435016"
"482576","5011941436013"
"482598","5010314070304"
"482608","5060045581457"
"482653","5055256504791"
"482664","5055256504814"
"482686","5000309006319"
"482873","5000143195002"
"482994","8004260456074"
"483090","3049197110137"
"483100","5000175410166"
"483144","5000208087396"
"483320","5000347035142"
"483331","5000112569728"
"483342","5000112569735"
"483353","5000112569704"
"483364","5000112569711"
"483386","5000185108978"
"483397","5000318107731"
"483847","34000109166"
"483858","34000440115"
"484152","3254474005246"
"484174","3254474004591"
"484239","5010259196510"
"484525","5017375013837"
"484613","5000237097236"
"484635","5000237097250"
"484646","5000237097229"
"484657","5000237097762"
"484668","5000237097342"
"484679","5000237097366"
"484680","5000237097359"
"484723","5060122031370"
"484734","5060122031417"
"484745","5060122031714"
"484756","5000347034961"
"484767","5000347034954"
"484800","5000177455165"
"484833","7613032207298"
"484899","5010373341728"
"485203","5011417547755"
"485335","5011321594029"
"485346","5011321594418"
"485357","5011321595149"
"485368","5011321595323"
"485379","5011321594326"
"485380","5011321594500"
"485412","5010478423152"
"485423","5024115330055"
"485434","5010478560239"
"485445","5010478433076"
"485489","50251506"
"485490","5010478579217"
"485500","5010478441132"
"485511","5010478579682"
"485533","5010478411715"
"485544","5010478441200"
"485599","5010029211580"
"485654","8727200221029"
"485939","5010599014994"
"485940","5010599014949"
"485951","5010599014925"
"485962","5010599014932"
"486134","5010103923309"
"486277","5000143386073"
"486288","5000143382143"
"486299","5000143382457"
"486309","5000143385144"
"486332","5000143385151"
"486431","5024522650074"
"486442","5024521400076"
"486453","5024523907399"
"486464","4017100951947"
"486475","5024523201763"
"486486","5024523700082"
"486507","5010518000022"
"486518","5010153771059"
"486530","5010153771073"
"486552","5010153771110"
"486563","5010153771134"
"486585","5010153771172"
"486596","5010153771226"
"486606","7610211030203"
"486640","5010153771257"
"486651","5010153771165"
"486673","5027876083154"
"486716","5000117004576"
"486804","5000112569520"
"486815","5000112569537"
"486837","5000112569506"
"486848","5000112569513"
"486859","5000112569766"
"486860","5000112570038"
"486871","5000112570021"
"486882","5000112569759"
"486893","5000112569469"
"486903","5000112570151"
"486914","5000112569452"
"486947","5000112569490"
