"extid","qty","price"
"462866","1","2.89"
"462877","1","2.19"
"462888","1","1.99"
"462899","1","2.19"
"462910","1","1.79"
"462921","1","1.79"
"462932","1","2.59"
"462943","1","1.79"
"463061","1","1.25"
"463148","1","4.35"
"463159","1","4.55"
"463160","1","4.55"
"463171","1","2.23"
"463182","1","4.45"
"463193","1","4.45"
"463214","1","2.17"
"463654","1","5.85"
"464530","1","5.69"
"464563","1","0.39"
"464585","1","0.39"
"464596","1","0.39"
"464628","1","0.39"
"464639","1","0.39"
"464640","1","0.39"
"464761","1","1.49"
"464871","1","1.99"
"464947","1","0.65"
"464958","1","0.65"
"464969","1","2.29"
"464981","1","0.65"
"465010","1","1.29"
"465087","1","3.99"
"465098","1","3.99"
"465119","1","0.65"
"465175","1","0.85"
"465186","1","0.85"
"465197","1","0.99"
"465207","1","1.35"
"465218","1","1.35"
"465230","1","1.35"
"465241","1","0.59"
"465252","1","0.59"
"465263","1","0.59"
"465274","1","0.65"
"465285","1","0.65"
"465296","1","0.65"
"465405","1","0.69"
"465449","1","0.55"
"465461","1","2.19"
"465472","1","1.39"
"465692","1","1.89"
"465702","1","0.89"
"465988","1","1.49"
"466172","1","1.09"
"466523","1","1.49"
"466655","1","0.99"
"466710","1","0.65"
"466864","1","5.39"
"466875","1","1.69"
"467092","1","0.2"
"467113","1","0.65"
"467212","1","1.95"
"467388","1","0.61"
"467399","1","0.61"
"467409","1","0.61"
"467410","1","0.64"
"467421","1","0.64"
"467432","1","0.64"
"467443","1","0.64"
"467454","1","0.64"
"467465","1","0.64"
"467498","1","2.79"
"467519","1","2.99"
"467520","1","2.99"
"467652","1","2.09"
"467762","1","1.79"
"467773","1","1.79"
"467784","1","1.79"
"467849","1","2.59"
"467850","1","6.39"
"468363","1","0.6"
"468374","1","0.89"
"468385","1","0.89"
"468549","1","0.59"
"468660","1","1.89"
"468671","1","1.79"
"468682","1","1.79"
"468693","1","1.19"
"468703","1","1.39"
"468736","1","1.39"
"468747","1","1.39"
"468758","1","3.39"
"468769","1","3.39"
"468770","1","3.39"
"468781","1","1.09"
"468802","1","1.09"
"468868","1","1.09"
"468879","1","1.09"
"468880","1","1.09"
"468989","1","0.89"
"468990","1","0.89"
"469007","1","1.15"
"469063","1","0.55"
"469074","1","0.55"
"469085","1","0.55"
"469096","1","0.65"
"469128","1","0.65"
"469139","1","0.6"
"469151","1","0.2"
"469162","1","0.35"
"469173","1","0.6"
"469184","1","0.6"
"469195","1","0.65"
"469205","1","0.79"
"469227","1","0.65"
"469238","1","0.65"
"469700","1","0.49"
"469799","1","0.03"
"469821","1","0.03"
"469832","1","0.3"
"469843","1","0.2"
"470063","1","1.15"
"470074","1","1.15"
"470085","1","1.15"
"470096","1","1.15"
"470106","1","2.15"
"470117","1","2.15"
"470139","1","2.15"
"470140","1","2.15"
"470151","1","2.15"
"470162","1","2.25"
"470173","1","2.25"
"470184","1","1.39"
"470195","1","1.59"
"470227","1","2.09"
"470238","1","2.09"
"470249","1","1.19"
"470250","1","1.19"
"470283","1","0.3"
"470294","1","0.3"
"470304","1","0.3"
"470315","1","0.3"
"470481","1","2.35"
"470492","1","0.49"
"470678","1","2.49"
"470843","1","9.99"
"471235","1","4.99"
"471390","1","1.35"
"471400","1","1.35"
"471466","1","0.61"
"471477","1","0.61"
"471488","1","0.61"
"471785","1","0.05"
"471796","1","0.2"
"471839","1","0.79"
"472166","1","0.69"
"472177","1","0.79"
"472188","1","0.99"
"472199","1","1.05"
"472210","1","1.05"
"472221","1","1.19"
"472254","1","0.89"
"472265","1","0.89"
"472276","1","0.89"
"472287","1","0.89"
"472298","1","0.89"
"472308","1","0.89"
"472331","1","0.89"
"472342","1","0.89"
"472353","1","0.89"
"472364","1","0.89"
"472375","1","0.89"
"472386","1","0.89"
"472825","1","0.1"
"472836","1","0.1"
"472881","1","1.99"
"472902","1","1.09"
"472991","1","0.65"
"474050","1","5.49"
"474061","1","5.73"
"474072","1","4.53"
"474094","1","0.79"
"474214","1","0.99"
"474270","1","0.99"
"474292","1","4.79"
"474324","1","0.25"
"474335","1","0.25"
"474346","1","0.25"
"474357","1","0.25"
"474368","1","0.25"
"474379","1","0.25"
"474588","1","4.99"
"474753","1","1.09"
"474764","1","11.5"
"474896","1","2.19"
"474928","1","2.19"
"474939","1","2.19"
"474940","1","0.39"
"474951","1","0.39"
"474962","1","0.39"
"474973","1","1.85"
"474984","1","1.85"
"474995","1","1.75"
"475002","1","1.75"
"475035","1","1.85"
"475046","1","1.55"
"475068","1","1.95"
"475091","1","1.29"
"475101","1","1.89"
"475123","1","1.39"
"475134","1","1.29"
"475464","1","0.95"
"475475","1","2.79"
"475486","1","2.79"
"475497","1","2.79"
"475970","1","0.1"
"475981","1","0.01"
"475992","1","0.02"
"476009","1","0.02"
"476043","1","0.65"
"476108","1","7.49"
"476669","1","0.69"
"476670","1","0.69"
"476955","1","2.65"
"477028","1","1.29"
"477039","1","5.99"
"477051","1","1.75"
"477062","1","0.65"
"477073","1","0.55"
"477084","1","0.55"
"477183","1","1.35"
"477194","1","1.09"
"477237","1","1.55"
"477248","1","1.55"
"477381","1","2.29"
"477392","1","1.99"
"477435","1","1.89"
"477446","1","1.49"
"477457","1","1.49"
"477523","1","0.79"
"477534","1","0.79"
"477545","1","0.79"
"477556","1","0.79"
"477567","1","1.3"
"477578","1","1.09"
"477589","1","0.79"
"477743","1","2.29"
"477765","1","2.29"
"477776","1","2.29"
"477842","1","0.85"
"477864","1","1.2"
"477875","1","1.25"
"477886","1","4.79"
"477897","1","9.6"
"477907","1","2.45"
"477918","1","7.75"
"478014","1","2.49"
"478058","1","0.85"
"478069","1","1.69"
"478070","1","0.85"
"478081","1","0.85"
"478157","1","2.75"
"478168","1","2.75"
"478212","1","2.49"
"478289","1","4.2"
"478300","1","4.2"
"478333","1","0.99"
"479495","1","1.89"
"479527","1","1.99"
"479538","1","1.99"
"479549","1","1.99"
"479846","1","2.99"
"479868","1","2.99"
"479967","1","0.1"
"480000","1","2.05"
"480154","1","0.99"
"480208","1","1.09"
"480318","1","1"
"480341","1","1.39"
"480363","1","12.49"
"480374","1","1.59"
"480505","1","2.33"
"480703","1","0.79"
"480736","1","2.19"
"480824","1","0.29"
"480857","1","0.55"
"481007","1","1.25"
"481030","1","1.99"
"481085","1","21.99"
"481195","1","1.19"
"481227","1","1.09"
"481238","1","1.09"
"481249","1","0.99"
"481250","1","0.05"
"481272","1","0.05"
"481283","1","0.05"
"481294","1","0.05"
"481304","1","0.1"
"481326","1","1.79"
"481337","1","2.79"
"481348","1","2.79"
"481393","1","2.69"
"481513","1","0.89"
"481524","1","0.89"
"481535","1","0.89"
"481546","1","0.89"
"481557","1","0.89"
"481568","1","0.89"
"481612","1","0.49"
"481634","1","3.15"
"481645","1","6"
"481689","1","2.65"
"481711","1","2.49"
"481722","1","0.79"
"481733","1","1.29"
"481744","1","2.99"
"481766","1","1.39"
"481799","1","0.1"
"481809","1","0.1"
"481810","1","0.1"
"481821","1","0.1"
"481919","1","1.85"
"481920","1","1.85"
"482246","1","0.75"
"482257","1","0.75"
"482268","1","0.75"
"482279","1","0.99"
"482433","1","0.75"
"482444","1","0.75"
"482455","1","0.35"
"482477","1","0.2"
"482521","1","1.09"
"482532","1","0.63"
"482543","1","0.63"
"482554","1","0.63"
"482565","1","0.63"
"482576","1","0.63"
"482598","1","19.99"
"482608","1","11.99"
"482653","1","0.2"
"482664","1","0.2"
"482686","1","1.99"
"482873","1","7.35"
"482994","1","1.89"
"483090","1","4.59"
"483100","1","1.69"
"483144","1","1.39"
"483320","1","1.09"
"483331","1","0.45"
"483342","1","0.45"
"483353","1","0.45"
"483364","1","0.45"
"483386","1","1.09"
"483397","1","0.89"
"483847","1","0.99"
"483858","1","0.99"
"484152","1","0.61"
"484174","1","0.57"
"484239","1","1.85"
"484525","1","0.56"
"484613","1","0.7"
"484635","1","0.65"
"484646","1","0.65"
"484657","1","0.55"
"484668","1","0.59"
"484679","1","0.59"
"484680","1","0.59"
"484691","1","1.09"
"484723","1","1.09"
"484734","1","1.09"
"484745","1","1.19"
"484756","1","1.69"
"484767","1","1.59"
"484800","1","0.49"
"484833","1","1.49"
"484899","1","1.85"
"485203","1","2.19"
"485335","1","2.19"
"485346","1","2.19"
"485357","1","2.19"
"485368","1","1.99"
"485379","1","2.19"
"485380","1","2.19"
"485391","1","0.1"
"485412","1","0.1"
"485423","1","1.25"
"485434","1","0.05"
"485445","1","0.05"
"485489","1","0.5"
"485490","1","0.01"
"485500","1","0.01"
"485511","1","0.01"
"485533","1","0.01"
"485544","1","0.01"
"485599","1","1.99"
"485654","1","3.59"
"485939","1","1.19"
"485940","1","1.19"
"485951","1","1.19"
"485962","1","1.19"
"486134","1","7.49"
"486277","1","4.24"
"486288","1","2.12"
"486299","1","4.19"
"486309","1","2.15"
"486332","1","4.24"
"486431","1","1.09"
"486442","1","1.09"
"486453","1","1.09"
"486464","1","1.09"
"486475","1","1.09"
"486486","1","1.09"
"486507","1","1.89"
"486518","1","6.5"
"486530","1","7"
"486552","1","4.25"
"486563","1","5.5"
"486585","1","5.75"
"486596","1","4"
"486606","1","1.49"
"486640","1","5.5"
"486651","1","4.25"
"486673","1","0.59"
"486716","1","1.35"
"486804","1","0.93"
"486815","1","0.93"
"486837","1","0.93"
"486848","1","0.93"
"486859","1","1.71"
"486860","1","1.71"
"486871","1","1.71"
"486882","1","1.71"
"486893","1","0.93"
"486903","1","0.93"
"486914","1","0.93"
"486947","1","0.93"
"487098","1","3.15"
"487108","1","4.35"
"487241","1","1.85"
"487252","1","1.85"
"487274","1","1.49"
"487296","1","1.99"
"487306","1","3.59"
"487317","1","4.89"
"487328","1","0.49"
"487339","1","1.69"
"487340","1","1.25"
"487351","1","0.95"
"487384","1","1.45"
"487405","1","1.69"
"487427","1","1.49"
"487449","1","0.89"
"487450","1","0.89"
"487472","1","0.89"
"487483","1","0.89"
"487494","1","0.89"
"487526","1","0.89"
"487548","1","1.69"
"487559","1","1.69"
"487560","1","1.59"
"487614","1","0.75"
"487636","1","0.69"
"487681","1","1.39"
"487692","1","1.39"
"487702","1","1.39"
"487735","1","0.39"
"487746","1","0.39"
"487757","1","0.39"
"487768","1","0.39"
"487779","1","5.99"
"487780","1","2.49"
"487791","1","2.59"
"487823","1","2.49"
"487834","1","1.19"
"487845","1","1.19"
"487856","1","1.19"
"487867","1","1.19"
"487890","1","1.79"
"487911","1","0.59"
"487933","1","0.59"
"488006","1","0.75"
"488028","1","0.75"
"488039","1","0.75"
"488051","1","0.75"
"488084","1","0.75"
"488095","1","0.75"
"488116","1","0.75"
"488138","1","0.75"
"488161","1","0.75"
"488172","1","0.75"
"488183","1","0.75"
"488314","1","1.49"
"488370","1","4.99"
"488381","1","5.49"
"488413","1","0.1"
"488424","1","0.1"
"488446","1","1.29"
"488480","1","1.09"
"488491","1","0.49"
"488545","1","0.1"
"488556","1","2.39"
"488567","1","3.49"
"488578","1","8.39"
"488590","1","1.99"
"488622","1","2.35"
"488633","1","2.39"
"488644","1","2.09"
"488677","1","2.49"
"488688","1","2.49"
"488699","1","0.45"
"488709","1","0.45"
"488732","1","2.29"
"488743","1","0.39"
"488754","1","0.65"
"488765","1","0.65"
"488798","1","0.69"
"488831","1","0.69"
"488842","1","0.69"
"488886","1","1.99"
"488897","1","0.55"
"488907","1","1.49"
"488918","1","1.49"
"488929","1","1.49"
"488930","1","1.49"
"488941","1","1.49"
"488963","1","3.79"
"488974","1","0.15"
"488985","1","0.12"
"488996","1","0.25"
"489003","1","0.2"
"489014","1","0.15"
"489036","1","0.3"
"489047","1","0.3"
"489069","1","0.3"
"489146","1","1.89"
"489157","1","1.49"
"489168","1","0.99"
"489179","1","0.79"
"489223","1","0.59"
"489245","1","1.62"
"489256","1","1.62"
"489278","1","1.49"
"489377","1","1.59"
"489388","1","1.89"
"489399","1","1.95"
"489409","1","1.95"
"489421","1","5.45"
"489432","1","0.39"
"489443","1","0.39"
"489465","1","0.6"
"489476","1","0.69"
"489520","1","0.54"
"489531","1","0.29"
"489542","1","0.29"
"489553","1","0.29"
"489564","1","0.29"
"489586","1","0.6"
"489816","1","0.42"
"489827","1","0.42"
"489838","1","0.42"
"489849","1","0.42"
"489850","1","0.42"
"489894","1","5.99"
"489904","1","5.99"
"489948","1","2.99"
"489959","1","2.99"
"489971","1","1.69"
"489982","1","1.59"
"489993","1","1.59"
"490003","1","1.89"
"490014","1","1.59"
"490047","1","2.99"
"490124","1","0.79"
"490191","1","0.65"
"490212","1","0.85"
"490234","1","4.19"
"490278","1","4.39"
"490300","1","3.65"
"490311","1","4.89"
"490322","1","4.69"
"490333","1","4.79"
"490344","1","4.79"
"490388","1","1.29"
"490399","1","1.29"
"490409","1","1.75"
"490410","1","1.75"
"490421","1","0.99"
"490432","1","0.99"
"490443","1","0.2"
"490454","1","0.2"
"490465","1","0.2"
"490476","1","0.52"
"490487","1","0.52"
"490498","1","0.52"
"490508","1","0.52"
"490520","1","0.99"
"490531","1","0.99"
"490607","1","0.29"
"490618","1","0.29"
"490630","1","0.2"
"490641","1","0.2"
"490652","1","0.2"
"490663","1","0.25"
"490674","1","1.29"
"490728","1","4.99"
"490739","1","2.69"
"490740","1","4.99"
"490751","1","4.29"
"490805","1","1.79"
"490872","1","0.55"
"490904","1","1.39"
"490937","1","0.6"
"490948","1","1.19"
"490959","1","1.19"
"490960","1","1.19"
"490993","1","0.49"
"491000","1","0.49"
"491011","1","1.45"
"491033","1","0.45"
"491044","1","0.45"
"491066","1","0.99"
"491077","1","0.99"
"491088","1","0.55"
"491099","1","0.55"
"491132","1","0.55"
"491143","1","0.49"
"491154","1","0.49"
"491176","1","0.45"
"491264","1","18.05"
"491275","1","18.05"
"491286","1","7.12"
"491297","1","0.7"
"491329","1","0.79"
"491330","1","0.7"
"491341","1","0.79"
"491352","1","2"
"491363","1","2"
"491374","1","1.49"
"491385","1","2.49"
"491406","1","0.25"
"491428","1","0.25"
"491440","1","4.99"
"491462","1","1"
"491473","1","1"
"491484","1","1"
"491495","1","1"
"491505","1","1"
"491527","1","1"
"491538","1","1"
"491549","1","1.19"
"491637","1","1.39"
"491660","1","1.39"
"491682","1","1.39"
"491736","1","1.39"
"491758","1","1.39"
"491769","1","1.39"
"491781","1","1.39"
"491792","1","1.39"
"491813","1","1.39"
"491846","1","1.45"
"491857","1","1.45"
"491989","1","1.99"
"492052","1","0.99"
"492063","1","0.99"
"492074","1","0.79"
"492085","1","0.79"
"492096","1","1.85"
"492106","1","1.85"
"492117","1","1.59"
"492128","1","1.59"
"492140","1","7.45"
"492151","1","7.99"
"492162","1","4.99"
"492173","1","8.25"
"492184","1","16.35"
"492238","1","0.79"
"492272","1","2.99"
"492382","1","11.75"
"492393","1","5.25"
"492414","1","6.2"
"492447","1","3.2"
"492458","1","2.65"
"492535","1","2.12"
"492579","1","1.49"
"492591","1","3.49"
"492645","1","12.99"
"492656","1","0.95"
"492700","1","0.89"
"492733","1","0.89"
"492788","1","2.49"
"492799","1","2.49"
"492810","1","2.49"
"492919","1","1.15"
"492942","1","1.49"
"492964","1","1.49"
"492975","1","1.49"
"492986","1","3.99"
"492997","1","1.25"
"493004","1","1.25"
"493015","1","1.25"
"493037","1","1.25"
"493048","1","1.25"
"493103","1","2.05"
"493125","1","3.29"
"493169","1","0.65"
"493170","1","1.29"
"493181","1","0.32"
"493202","1","1.49"
"493246","1","0.95"
"493257","1","0.95"
"493268","1","0.95"
"493279","1","0.69"
"493280","1","0.79"
"493291","1","0.79"
"493301","1","0.79"
"493312","1","2.29"
"493345","1","0.45"
"493543","1","0.99"
"493631","1","1.15"
"493642","1","1.15"
"493664","1","1.15"
"493675","1","1.15"
"493686","1","1.15"
"493697","1","1.15"
"493718","1","1.69"
"493730","1","1.09"
"493741","1","1.09"
"493763","1","1.09"
"493774","1","1.69"
"493785","1","2.79"
"493796","1","2.79"
"493806","1","2.79"
"493817","1","2.79"
"493840","1","2.49"
"493884","1","0.99"
"493895","1","1.29"
"493905","1","1.29"
"493950","1","5.99"
"493961","1","5.99"
"493972","1","5.99"
"493983","1","8.99"
"493994","1","1.25"
"494001","1","0.85"
"494034","1","2.89"
"494045","1","2.89"
"494111","1","3.79"
"494133","1","3.79"
"494144","1","3.09"
"494166","1","3.09"
"494177","1","3.09"
"494287","1","1.09"
"494298","1","1.89"
"494308","1","1.15"
"494319","1","1.15"
"494342","1","1.15"
"494364","1","1.15"
"494375","1","0.03"
"494584","1","2.59"
"494595","1","2.59"
"494616","1","2.45"
"494649","1","1.49"
"494814","1","1.99"
"494825","1","1.99"
"494836","1","1.99"
"494847","1","1.99"
"494858","1","1.99"
"494869","1","1.99"
"494870","1","1.99"
"494881","1","1.65"
"494892","1","0.6"
"494902","1","0.55"
"494913","1","1"
"494924","1","0.89"
"494935","1","0.99"
"494946","1","0.99"
"494968","1","1.75"
"494979","1","1.55"
"495019","1","5.5"
"495020","1","8"
"495053","1","5.5"
"495130","1","0.99"
"495163","1","0.05"
"495174","1","0.99"
"495185","1","0.45"
"495196","1","2.39"
"495206","1","2.25"
"495239","1","0.99"
"495284","1","0.2"
"495295","1","0.1"
"495305","1","0.1"
"495316","1","0.1"
"495372","1","0.42"
"495383","1","0.42"
"495394","1","0.42"
"495415","1","0.42"
"495437","1","1.49"
"495547","1","1.19"
"495789","1","0.99"
"495790","1","0.99"
"495800","1","0.99"
"495909","1","1.99"
"495910","1","1.99"
"495932","1","1.69"
"495976","1","5.05"
"495998","1","2.45"
"496005","1","2.45"
"496027","1","0.49"
"496038","1","4.8"
"496049","1","4.8"
"496050","1","4.8"
"496061","1","2.5"
"496104","1","4.9"
"496115","1","4.9"
"496137","1","1.69"
"496148","1","1.69"
"496159","1","1.69"
"496160","1","1.39"
"496182","1","1.59"
"496193","1","1.59"
"496281","1","0.36"
"496292","1","0.55"
"496302","1","0.36"
"496313","1","91.74"
"496324","1","1.29"
"496357","1","1.75"
"496391","1","0.59"
"496401","1","0.99"
"496412","1","0.39"
"496467","1","5.75"
"496500","1","0.05"
"496511","1","7"
"496599","1","14.79"
"496609","1","16.29"
"496654","1","6.25"
"496687","1","1.29"
"496698","1","0.01"
"496708","1","0.55"
"496720","1","0.59"
"496731","1","1.05"
"496742","1","7.75"
"496753","1","7.5"
"496829","1","0.99"
"496830","1","0.99"
"496841","1","0.99"
"496852","1","0.99"
"496863","1","0.03"
"496885","1","0.59"
"496896","1","0.59"
"496906","1","0.59"
"496973","1","1.69"
"496984","1","1.69"
"496995","1","1.69"
"497068","1","4.91"
"497079","1","2.5"
"497080","1","4.91"
"497091","1","4.85"
"497101","1","4.85"
"497112","1","2.5"
"497134","1","4.91"
"497145","1","2.47"
"497156","1","4.85"
"497167","1","2.5"
"497178","1","4.85"
"497190","1","2.73"
"497200","1","5.35"
"497211","1","10.59"
"497233","1","3.52"
"497244","1","4.37"
"497255","1","4.35"
"497266","1","4.35"
"497277","1","2.2"
"497288","1","2.67"
"497299","1","3.66"
"497309","1","5.22"
"497354","1","6.5"
"497365","1","1.99"
"497419","1","2.65"
"497431","1","4.99"
"497442","1","3"
"497530","1","1"
"497541","1","1"
"497662","1","5.49"
"497673","1","8.99"
"497684","1","5.49"
"497695","1","5.49"
"497716","1","5.49"
"497761","1","1.49"
"497772","1","1.49"
"497826","1","5.99"
"497837","1","5.99"
"497848","1","5.99"
"497859","1","4.99"
"497936","1","5.99"
"497947","1","0.64"
"497958","1","0.79"
"497969","1","2.58"
"497970","1","2.58"
"497981","1","2.58"
"497992","1","2.58"
"498009","1","2.58"
"498043","1","0.99"
"498065","1","2.39"
"498175","1","6"
"498207","1","0.6"
"498230","1","2.19"
"498241","1","2.19"
"498285","1","1.75"
"498296","1","2.79"
"498306","1","2.17"
"498317","1","4.37"
"498339","1","4.35"
"498340","1","1.49"
"498351","1","0.39"
"498405","1","1.49"
"498416","1","0.15"
"498571","1","1.49"
"498658","1","1.69"
"498922","1","1.15"
"498933","1","1.19"
"498944","1","1.19"
"498955","1","1.09"
"498966","1","1.09"
"498977","1","1.09"
"499028","1","1.09"
"499039","1","1.09"
"499040","1","1.29"
"499051","1","1.49"
"499062","1","1.49"
"499073","1","1.49"
"499095","1","0.15"
"499138","1","2.69"
"499237","1","1.05"
"499260","1","2.39"
"499271","1","2.25"
"499282","1","2.25"
"499293","1","2.25"
"499314","1","2.25"
"499370","1","0.59"
"499381","1","0.59"
"499435","1","0.99"
"499446","1","0.99"
"499457","1","1"
"499468","1","1"
"500249","1","5"
"500250","1","6"
"500360","1","1.49"
"500425","1","0.39"
"500436","1","5.5"
"500535","1","0.35"
"500546","1","5.49"
"500557","1","5.99"
"500591","1","0.3"
"500601","1","7.99"
"500612","1","6.99"
"500623","1","6.99"
"500634","1","6.99"
"500689","1","0.05"
"500821","1","0.49"
"500832","1","0.49"
"500843","1","0.49"
"500854","1","0.75"
"500865","1","0.75"
"500876","1","0.75"
"500887","1","0.75"
"500908","1","0.4"
"500942","1","0.75"
"500964","1","0.75"
"501004","1","1.09"
"501026","1","0.99"
"501037","1","1.09"
"501114","1","3.39"
"501213","1","0.95"
"501291","1","1.79"
"501389","1","0.3"
"501390","1","0.3"
"501411","1","9.69"
"501444","1","4.29"
"501466","1","2.29"
"501707","1","2.29"
"501718","1","1.79"
"501741","1","4.74"
"501752","1","4.71"
"501763","1","2.4"
"501774","1","0.79"
"501785","1","0.99"
"501828","1","0.49"
"501840","1","4.71"
"501851","1","2.4"
"501862","1","5.65"
"501873","1","5.65"
"501884","1","0.99"
"501895","1","0.55"
"501905","1","0.53"
"501916","1","0.59"
"501949","1","4.99"
"501983","1","1.29"
"502045","1","1.99"
"502089","1","0.49"
"502090","1","0.49"
"502199","1","6.69"
"502276","1","1.99"
"502430","1","0.35"
"502584","1","0.99"
"502595","1","1.09"
"502748","1","0.69"
"502759","1","9.49"
"502803","1","2.19"
"502968","1","11.99"
"502979","1","5.49"
"502980","1","5.49"
"503020","1","2.19"
"503075","1","1.49"
"503086","1","1.19"
"503097","1","1.19"
"503129","1","5.6"
"503316","1","12.49"
"503338","1","15.99"
"503372","1","5.99"
"503383","1","2.17"
"503415","1","4.3"
"503426","1","4.3"
"503437","1","4.3"
"503448","1","4.35"
"503471","1","0.49"
"503657","1","0.69"
"503691","1","1.79"
"503789","1","0.35"
"503790","1","0.35"
"503844","1","1"
"503943","1","3.79"
"504027","1","1.99"
"504115","1","1.99"
"504160","1","1.29"
"504182","1","0.25"
"504193","1","0.3"
"504247","1","2.7"
"504270","1","4.35"
"504577","1","2.49"
"504676","1","0.59"
"504698","1","0.65"
"504764","1","0.63"
"504775","1","0.63"
"504896","1","0.1"
"505178","1","0.75"
"505189","1","0.75"
"505190","1","0.59"
"505233","1","0.75"
"505255","1","0.59"
"505299","1","1.25"
"505343","1","2.7"
"505518","1","0.59"
"505552","1","6"
"505749","1","3.29"
"505750","1","3.29"
"505761","1","3.29"
"505871","1","0.99"
"505882","1","0.99"
"506043","1","2.19"
"506054","1","0.45"
"506142","1","0.54"
"506230","1","0.59"
"506241","1","0.79"
"507084","1","2.99"
"507259","1","1.39"
"507358","1","0.99"
"507501","1","1.69"
"507754","1","1.39"
"507963","1","1.85"
"507985","1","0.69"
"507996","1","0.69"
"508366","1","6.49"
"508706","1","7.29"
"508717","1","6.99"
"508959","1","0.59"
"508993","1","2.5"
"509352","1","0.59"
"509406","1","0.49"
"509604","1","1.59"
"511007","1","0.99"
"511227","1","3.99"
"511359","1","1.79"
"511403","1","4.55"
"511601","1","1.49"
"511634","1","3.99"
"511656","1","1.35"
"511722","1","3.99"
"511920","1","3.99"
"512235","1","4.55"
"512400","1","1.89"
"512455","1","1.25"
"513616","1","1.39"
"514053","1","1.05"
"514404","1","0.79"
"514459","1","1.39"
"515050","1","5.49"
"515203","1","4.99"
"516002","1","1.25"
"516255","1","1.25"
"516408","1","1.79"
"517229","1","2.99"
"517405","1","1.75"
"518138","1","2.49"
"521307","1","0.49"
"521352","1","0.95"
"521406","1","0.55"
"521857","1","1.79"
"522117","1","6.6"
"522414","1","6.6"
"522854","1","1.69"
"524210","1","1.59"
"527002","1","1.69"
"528713","1","18.99"
"530808","1","5.99"
"531410","1","1.45"
"531618","1","1.45"
"531816","1","1.45"
"532219","1","3.19"
"535001","1","1.55"
"535209","1","1.99"
"536064","1","1.89"
"536206","1","1.49"
"536251","1","2.09"
"536909","1","1.99"
"538628","1","1.25"
"539328","1","0.6"
"539526","1","0.6"
"539560","1","1.25"
"540021","1","0.6"
"541435","1","1.59"
"541808","1","0.1"
"547129","1","1.79"
"547800","1","1.19"
"549859","1","1.09"
"551362","1","1.35"
"552523","1","6.9"
"552820","1","3.35"
"553025","1","3.55"
"553311","1","6.9"
"553706","1","0.69"
"553959","1","0.59"
"555502","1","0.59"
"558701","1","1.19"
"559928","1","1.79"
"56027","1","1.69"
"56037","1","4.75"
"56038","1","4.99"
"56039","1","4.75"
"56041","1","4.99"
"56042","1","4.79"
"56044","1","4.79"
"56048","1","2.59"
"56050C","1","2.59"
"56062","1","1.59"
"56063","1","0.69"
"56064","1","0.69"
"56069","1","0.69"
"56075","1","0.69"
"56092","1","3.99"
"56096","1","1.35"
"56097","1","1.35"
"56098","1","0.49"
"56103","1","1.29"
"56105","1","1.19"
"56106","1","1.39"
"56109","1","1.99"
"56114","1","1.96"
"56118","1","1.99"
"56133","1","0.79"
"56136","1","1.59"
"56137","1","1.59"
"56138","1","2.79"
"56142C","1","1.99"
"56154","1","1.49"
"561705","1","4.49"
"561761","1","1.59"
"56218","1","0.88"
"562230","1","1.25"
"56275","1","1.29"
"56277","1","1.29"
"562801","1","0.1"
"56291","1","0.99"
"56310","1","1.59"
"56325","1","0.99"
"56332","1","0.39"
"56343","1","1.89"
"56344","1","1.69"
"56355","1","1.99"
"56368","1","1.25"
"56369","1","4.69"
"56377","1","2.89"
"56378","1","1.19"
"56379","1","2.39"
"56380","1","2.49"
"56381","1","1.99"
"56382","1","1.99"
"56383","1","1.99"
"56391","1","1.99"
"56392","1","1.99"
"56397","1","1.99"
"56400","1","1.99"
"56402","1","1.99"
"56409","1","1.99"
"56412","1","1.99"
"56414","1","1.99"
"56415","1","1.99"
"56417","1","1.55"
"56419","1","1.99"
"564201","1","3.99"
"56424","1","1.99"
"56425","1","1.99"
"56428","1","1.49"
"56430C","1","1.49"
"56431","1","4.79"
"56433","1","1.49"
"56444","1","0.01"
"56465","1","1.69"
"56467","1","1.32"
"564904","1","0.89"
"56494","1","1.55"
"56495","1","1.65"
"56513","1","1.35"
"56514","1","1.59"
"56515","1","1.4"
"56516","1","1.45"
"56517","1","1.6"
"56518","1","1.69"
"56519","1","1.75"
"56520","1","1.35"
"56521","1","1.39"
"56522","1","1.95"
"56523","1","2.69"
"56524","1","1.69"
"56525","1","1.55"
"56540","1","2.32"
"565550","1","1.55"
"56576","1","1.39"
"56595","1","0.85"
"56599","1","0.85"
"56603","1","1.39"
"56606","1","1.99"
"56621","1","1.59"
"56629","1","1.59"
"56634","1","1.99"
"56638","1","1.79"
"56639","1","1.79"
"56642","1","1.69"
"56649","1","1.79"
"56652","1","1.79"
"56661","1","1.39"
"56677","1","1.39"
"56698","1","2.09"
"56702","1","1.99"
"56706","1","1.99"
"56716","1","2.49"
"56719","1","3.59"
"56720","1","2.69"
"56724","1","1.39"
"56728","1","1.89"
"567323","1","2.99"
"56737","1","2.29"
"56740","1","1.69"
"56743","1","2.95"
"56744","1","3.89"
"56745","1","3.89"
"56746","1","0.49"
"56747","1","1.69"
"56752","1","1.39"
"56753","1","1.33"
"56754","1","1.75"
"56755","1","1"
"56758","1","1.79"
"56759","1","1.79"
"56765","1","1.79"
"56770","1","2.59"
"567707","1","3.35"
"56777","1","2.29"
